loan_id,customer_id,issue_date,due_date,loan_amount,outstanding_amount,overdue_amount,days_past_due,loan_status,product_type,interest_rate,term_months,monthly_payment,risk_score,currency
L000230,C00945,2025-05-27,2025-08-25,18838838,6294512,2806550,32,Overdue,Installment,37.43,3,8630071.69,633,UZS
L000231,C00867,2024-08-19,2025-08-14,17348174,10429736,3400821,31,Overdue,Installment,26.42,12,1827630.13,481,UZS
L000232,C01395,2025-11-24,2026-08-21,3147159,320516,0,0,Active,Installment,32.79,9,464345.83,638,UZS
L000233,C00585,2024-10-19,2027-10-04,26094086,22109204,12403876,13,Overdue,Cash loan,28.84,36,933878.34,569,UZS
L000234,C01544,2024-10-21,2027-10-06,19445889,12984073,0,0,Active,Cash loan,26.7,36,684387.26,828,UZS
L000235,C00428,2025-11-17,2026-11-12,4029256,2393882,0,0,Active,Microloan,37.55,12,461853.47,740,UZS
L000236,C01713,2024-01-28,2027-01-12,41621060,5877228,0,0,Active,Cash loan,37.89,36,1594202.21,808,UZS
L000237,C00246,2024-09-08,2024-12-07,10642168,0,0,0,Closed,Cash loan,37.18,3,4866308.69,613,UZS
L000238,C00838,2024-05-18,2024-11-14,16315908,3321015,0,0,Active,Cash loan,41.65,6,3851913.95,768,UZS
L000239,C02117,2025-10-24,2027-04-17,9404464,3084943,2046476,28,Overdue,Credit card,27.88,18,668134.92,492,UZS
L000240,C01379,2024-09-08,2026-03-02,32462856,6732826,0,0,Active,Credit card,32.5,18,2389626.9,475,UZS
L000241,C02456,2025-05-29,2028-05-13,22555639,0,0,0,Closed,Credit card,34.85,36,844896.64,514,UZS
L000242,C01057,2025-11-05,2027-04-29,16536222,4261913,0,0,Active,Cash loan,34.57,18,1236266.33,596,UZS
L000243,C00169,2024-10-08,2026-09-28,5035670,1198448,0,0,Active,Cash loan,32.68,24,278388.62,533,UZS
L000244,C00903,2025-01-12,2025-04-12,8143101,0,0,0,Closed,Credit card,27.97,3,3473575.45,653,UZS
L000245,C01497,2024-11-17,2027-11-02,17745808,15437116,6895046,10,Overdue,Credit card,39.0,36,685185.36,496,UZS
L000246,C00493,2025-02-20,2027-02-10,12267049,4235116,0,0,Active,Cash loan,34.81,24,689050.36,746,UZS
L000247,C01368,2024-05-26,2027-05-11,27699864,12995183,0,0,Active,Credit card,36.33,36,1048978.46,834,UZS
L000248,C00948,2024-01-23,2025-07-16,28092804,0,0,0,Closed,Credit card,23.75,18,1931380.28,498,UZS
L000249,C02358,2025-03-23,2028-03-07,27914033,23391247,0,0,Active,Cash loan,38.55,36,1074302.58,493,UZS
L000250,C00026,2024-12-19,2025-12-14,41066677,13016458,3099309,17,Overdue,Cash loan,36.66,12,4676810.07,457,UZS
L000251,C00549,2025-04-08,2026-09-30,12664902,0,0,0,Closed,Cash loan,38.77,18,976393.58,741,UZS
L000252,C01105,2025-02-08,2026-02-03,29857037,21990507,0,0,Active,Cash loan,40.81,12,3503474.48,596,UZS
L000253,C02131,2024-01-05,2024-04-04,5641191,0,0,0,Closed,Installment,43.39,3,2696301.26,548,UZS
L000254,C02122,2024-10-01,2025-03-30,29017989,0,0,0,Closed,Cash loan,27.1,6,6146977.34,728,UZS
L000255,C01849,2025-01-25,2025-04-25,33490994,21938262,0,0,Active,Credit card,24.06,3,13849642.39,726,UZS
L000256,C00848,2024-12-09,2026-11-29,21353769,2520174,0,0,Active,Installment,45.65,24,1295906.86,672,UZS
L000257,C01718,2024-02-23,2024-05-23,15602858,8159421,0,0,Active,Cash loan,27.16,3,6613531.41,639,UZS
L000258,C00205,2024-01-01,2024-03-31,11790294,0,0,0,Closed,Credit card,34.73,3,5295021.04,506,UZS
L000259,C00246,2024-02-19,2024-08-17,18098368,5635544,0,0,Active,Installment,28.53,6,3876972.07,755,UZS
L000260,C00262,2025-01-29,2026-07-23,25812347,11668962,3339383,51,Overdue,Cash loan,29.67,18,1859492.8,619,UZS
L000261,C02072,2024-02-13,2025-08-06,3806799,1657990,0,0,Active,Cash loan,33.69,18,282739.42,714,UZS
L000262,C01847,2024-02-06,2024-05-06,2248284,1394916,0,0,Active,Installment,37.5,3,1030463.5,653,UZS
L000263,C00837,2024-04-15,2025-04-10,4580361,0,0,0,Closed,Installment,45.47,12,555254.26,649,UZS
L000264,C00463,2025-08-07,2026-08-02,28862421,11844196,0,0,Active,Cash loan,33.44,12,3209501.22,740,UZS
L000265,C00171,2024-01-29,2024-10-25,14580360,7888657,0,0,Active,Credit card,32.13,9,2140558.85,580,UZS
L000266,C01802,2025-07-12,2026-04-08,33938964,21303053,12058935,6,Overdue,Credit card,33.57,9,5036919.36,491,UZS
L000267,C02292,2025-11-28,2026-08-25,39200256,10035779,0,0,Active,Cash loan,41.55,9,6165329.15,669,UZS
L000268,C00830,2025-06-11,2026-03-08,16724336,0,0,0,Closed,Cash loan,32.32,9,2458849.04,686,UZS
L000269,C02295,2024-08-15,2025-05-12,23406766,22887055,2349376,138,Default,Credit card,35.06,9,3512575.35,801,UZS
L000270,C00781,2024-01-08,2025-07-01,7932315,0,0,0,Closed,Microloan,27.37,18,561299.42,798,UZS
L000271,C00684,2025-05-01,2026-04-26,7872074,4880453,0,0,Active,Microloan,33.54,12,876030.63,767,UZS
L000272,C02065,2024-07-22,2024-10-20,4212675,2134319,585145,2,Overdue,Microloan,27.2,3,1786174.2,492,UZS
L000273,C00213,2025-11-05,2026-10-31,33000028,0,0,0,Closed,Cash loan,43.68,12,3951203.35,766,UZS
L000274,C00493,2025-08-19,2027-08-09,14623117,5835657,0,0,Active,Credit card,40.47,24,855878.85,813,UZS
L000275,C01666,2025-09-13,2027-03-07,28342163,11524983,7626098,31,Overdue,Cash loan,42.15,18,2238243.59,549,UZS
L000276,C00567,2025-01-23,2027-01-13,4349473,849835,0,0,Active,Microloan,24.12,24,224940.25,769,UZS
L000277,C00312,2024-09-06,2026-02-28,2713071,1128637,0,0,Active,Credit card,40.29,18,211453.74,804,UZS
L000278,C01371,2025-10-17,2027-04-10,3772133,1212782,145070,13,Overdue,Installment,31.63,18,275847.7,437,UZS
L000279,C02296,2024-08-01,2026-07-22,16727846,12385598,0,0,Active,Installment,27.3,24,887272.83,756,UZS
L000280,C01184,2024-07-30,2025-04-26,3995029,2273502,1550936,79,Overdue,Installment,39.06,9,617276.37,505,UZS
L000281,C01693,2025-01-31,2028-01-16,2513812,2127152,0,0,Active,Microloan,33.88,36,93485.88,507,UZS
L000282,C00569,2025-02-21,2026-02-16,28128171,18245112,3231600,166,Overdue,Credit card,22.06,12,2861103.79,522,UZS
L000283,C00141,2025-11-22,2027-11-12,20324221,14480190,6308830,22,Overdue,Credit card,30.11,24,1101826.83,813,UZS
L000284,C00854,2025-05-22,2025-08-20,8808805,2429942,0,0,Active,Credit card,43.57,3,4215600.45,540,UZS
L000285,C00890,2024-07-24,2027-07-09,4000073,2185605,0,0,Active,Installment,27.64,36,141824.81,455,UZS
L000286,C02266,2024-04-26,2026-04-16,11392565,6639278,0,0,Active,Installment,44.76,24,687161.55,722,UZS
L000287,C01376,2024-10-12,2025-01-10,31554111,17866825,0,0,Active,Credit card,27.52,3,13412600.78,837,UZS
L000288,C01076,2025-10-10,2026-10-05,4970253,3912297,0,0,Active,Credit card,22.59,12,507752.76,844,UZS
L000289,C00338,2024-05-20,2026-05-10,31795699,0,0,0,Closed,Cash loan,43.46,24,1900587.91,839,UZS
L000290,C01051,2024-01-04,2026-12-19,4471288,3622450,0,0,Active,Credit card,38.18,36,171622.94,471,UZS
L000291,C01002,2025-09-19,2026-09-14,36366169,0,0,0,Closed,Cash loan,24.27,12,3766019.85,766,UZS
L000292,C02395,2024-11-11,2025-05-10,4479310,544622,0,0,Active,Microloan,39.48,6,1041290.26,658,UZS
L000293,C01662,2025-03-13,2026-03-08,18617483,15241071,0,0,Active,Credit card,31.82,12,2045130.51,681,UZS
L000294,C00968,2025-06-22,2027-06-12,1824593,0,0,0,Closed,Installment,25.88,24,95699.9,830,UZS
L000295,C01645,2024-06-11,2024-12-08,31528932,16628578,0,0,Active,Cash loan,38.51,6,7278453.95,713,UZS
L000296,C01834,2024-03-28,2025-03-23,8283446,0,0,0,Closed,Credit card,34.91,12,931266.42,778,UZS
L000297,C02496,2024-10-25,2026-04-18,42173594,15015857,0,0,Active,Cash loan,33.44,18,3126469.1,739,UZS
L000298,C01905,2024-11-26,2026-05-20,36286370,0,0,0,Closed,Cash loan,30.86,18,2638019.1,731,UZS
L000299,C02180,2024-01-31,2024-04-30,22522559,19731459,8960820,18,Overdue,Cash loan,44.78,3,10869386.97,436,UZS
L000300,C01444,2024-12-25,2027-12-10,19880379,0,0,0,Closed,Credit card,29.4,36,714589.18,491,UZS
L000301,C01756,2025-10-29,2026-07-26,5925066,5464661,1692670,157,Overdue,Cash loan,33.11,9,876317.26,488,UZS
L000302,C00204,2025-10-19,2026-01-17,8582606,4936844,0,0,Active,Credit card,23.53,3,3534031.06,480,UZS
L000303,C02078,2025-10-02,2025-12-31,10235422,3669113,0,0,Active,Installment,45.89,3,4977485.72,814,UZS
L000304,C00664,2024-07-12,2025-07-07,43582616,0,0,0,Closed,Cash loan,22.33,12,4442884.51,752,UZS
L000305,C02042,2024-01-21,2024-07-19,32356645,20342670,11708488,23,Overdue,Credit card,37.24,6,7401043.27,709,UZS
L000306,C00102,2024-11-30,2025-11-25,27589957,0,0,0,Closed,Credit card,30.82,12,3007765.15,536,UZS
L000307,C01672,2025-05-22,2026-02-16,20211673,7670497,0,0,Active,Credit card,28.11,9,2877019.36,490,UZS
L000308,C00269,2025-11-02,2026-10-28,39840959,0,0,0,Closed,Cash loan,26.77,12,4208865.31,664,UZS
L000309,C01097,2024-10-30,2026-04-23,23191238,5102439,0,0,Active,Installment,32.0,18,1700690.79,785,UZS
L000310,C02026,2025-02-05,2028-01-21,23113435,14554522,9527200,22,Overdue,Cash loan,43.63,36,922161.85,528,UZS
L000311,C01191,2025-10-28,2026-10-23,43942045,0,0,0,Closed,Cash loan,39.49,12,5107896.55,730,UZS
L000312,C02446,2025-07-02,2025-09-30,27607365,17683848,0,0,Active,Credit card,36.3,3,12542946.16,546,UZS
L000313,C02180,2025-04-19,2025-10-16,3549658,0,0,0,Closed,Cash loan,40.2,6,829436.75,551,UZS
L000314,C02324,2025-04-23,2026-04-18,18252269,0,0,0,Closed,Cash loan,30.29,12,1981740.11,792,UZS
L000315,C00020,2024-01-30,2024-04-29,31300487,19307572,0,0,Active,Cash loan,37.26,3,14321016.15,595,UZS
L000316,C01229,2024-01-24,2026-01-13,3114325,2616796,1339796,35,Overdue,Microloan,38.43,24,179631.67,494,UZS
L000317,C00917,2025-09-27,2028-09-11,4639705,4214040,1435567,22,Overdue,Credit card,26.43,36,162943.86,740,UZS
L000318,C01888,2024-06-01,2025-11-23,14760890,7272386,0,0,Active,Credit card,33.9,18,1098046.21,791,UZS
L000319,C02165,2025-11-24,2026-08-21,26391572,0,0,0,Closed,Cash loan,41.77,9,4157259.07,507,UZS
L000320,C00332,2024-11-27,2025-02-25,16993265,10475979,0,0,Active,Installment,38.76,3,7859951.5,668,UZS
L000321,C01712,2024-07-09,2025-12-31,10224507,9011049,2926167,57,Overdue,Cash loan,32.16,18,750706.03,500,UZS
L000322,C00684,2024-09-20,2024-12-19,2964601,2112007,1393387,26,Overdue,Credit card,32.17,3,1306104.38,508,UZS
L000323,C00959,2025-03-17,2025-09-13,4354096,2867384,0,0,Active,Cash loan,44.58,6,1049192.0,756,UZS
L000324,C01273,2024-12-03,2026-11-23,44308544,0,0,0,Closed,Cash loan,32.05,24,2437893.01,514,UZS
L000325,C00933,2024-04-12,2024-10-09,28227641,3637377,0,0,Active,Credit card,34.05,6,6306525.46,760,UZS
L000326,C00371,2025-10-27,2026-04-25,14391562,8773692,0,0,Active,Credit card,35.27,6,3244577.65,619,UZS
L000327,C00973,2024-09-18,2025-03-17,34633820,19298844,0,0,Active,Cash loan,24.64,6,7194598.87,676,UZS
L000328,C01357,2024-01-25,2026-01-14,22141969,7182100,0,0,Active,Cash loan,32.46,24,1222052.17,407,UZS
L000329,C01526,2024-03-27,2024-06-25,13521538,2439316,0,0,Active,Cash loan,22.38,3,5515886.07,697,UZS
L000330,C00603,2024-04-27,2026-04-17,6244872,0,0,0,Closed,Credit card,43.83,24,374249.97,850,UZS
L000331,C00876,2025-06-05,2025-09-03,24995132,0,0,0,Closed,Credit card,33.74,3,11142829.85,492,UZS
L000332,C00638,2025-08-30,2027-02-21,19521236,8323115,0,0,Active,Cash loan,33.62,18,1449126.42,614,UZS
L000333,C00111,2025-08-01,2027-01-23,17351876,0,0,0,Closed,Installment,42.17,18,1370509.01,764,UZS
L000334,C00332,2024-07-20,2024-10-18,10199418,6589406,3082199,25,Overdue,Installment,43.29,3,4871582.02,486,UZS
L000335,C01269,2024-02-26,2024-08-24,18877843,11070543,0,0,Active,Credit card,23.14,6,3874362.65,681,UZS
L000336,C00035,2024-07-29,2025-04-25,25144964,15922734,0,0,Active,Credit card,25.51,9,3506604.92,733,UZS
L000337,C01737,2024-04-08,2024-07-07,9173420,6912269,0,0,Active,Installment,29.53,3,3960776.98,818,UZS
L000338,C00999,2025-01-19,2025-04-19,9747799,4534989,539281,18,Overdue,Cash loan,35.2,3,4393008.08,546,UZS
L000339,C00807,2024-03-19,2027-03-04,6078825,649085,0,0,Active,Credit card,34.9,36,227787.08,769,UZS
L000340,C00353,2025-05-05,2025-11-01,2423804,1021168,0,0,Active,Credit card,26.42,6,510695.5,671,UZS
L000341,C00176,2024-05-12,2024-08-10,20245579,9495397,4143574,16,Overdue,Cash loan,42.91,3,9644318.98,849,UZS
L000342,C00113,2025-11-18,2027-05-12,5496357,1003617,0,0,Active,Credit card,40.75,18,429784.58,569,UZS
L000343,C00330,2025-10-20,2026-07-17,33364674,24023495,8939423,71,Overdue,Credit card,33.96,9,4966146.37,585,UZS
L000344,C00968,2024-04-29,2026-04-19,17793185,14865115,4890766,64,Overdue,Installment,40.63,24,1042606.5,569,UZS
L000345,C02228,2024-01-26,2024-10-22,27391147,24000533,3070219,77,Overdue,Cash loan,39.51,9,4245932.13,500,UZS
L000346,C00891,2024-10-22,2026-10-12,12130952,11718495,1948434,14,Overdue,Credit card,41.33,24,714361.44,582,UZS
L000347,C01705,2024-11-01,2025-04-30,8226656,6933117,0,0,Active,Credit card,39.69,6,1915302.63,711,UZS
L000348,C00849,2025-03-01,2025-11-26,30243400,0,0,0,Closed,Credit card,31.3,9,4412176.02,588,UZS
L000349,C02092,2024-01-23,2024-07-21,7038162,5267976,1796057,38,Overdue,Microloan,27.45,6,1495022.91,548,UZS
L000350,C00323,2025-08-13,2026-02-09,33810944,27092088,0,0,Active,Credit card,31.2,6,7393326.42,508,UZS
L000351,C02451,2024-03-06,2024-06-04,20731666,9095955,0,0,Active,Cash loan,25.08,3,8643722.61,830,UZS
L000352,C00643,2024-05-07,2025-10-29,15923794,13402676,0,0,Active,Cash loan,31.61,18,1164294.74,508,UZS
L000353,C00219,2025-05-06,2026-01-31,22562893,12012785,0,0,Active,Credit card,43.47,9,3596775.84,822,UZS
L000354,C02383,2025-10-01,2027-03-25,7409978,6323447,4380295,69,Overdue,Credit card,30.54,18,537388.07,519,UZS
L000355,C00389,2025-07-01,2027-06-21,1315853,0,0,0,Closed,Installment,42.5,24,78128.77,702,UZS
L000356,C01284,2024-09-06,2024-12-05,7714787,1801451,0,0,Active,Installment,42.8,3,3672238.61,394,UZS
L000357,C01698,2025-09-03,2026-05-31,43856039,34331342,15585964,57,Overdue,Cash loan,35.94,9,6624211.05,653,UZS
L000358,C02398,2025-06-27,2025-12-24,6178352,2591903,0,0,Active,Cash loan,33.85,6,1378287.36,779,UZS
L000359,C00773,2024-06-24,2024-09-22,28926617,21063897,0,0,Active,Credit card,23.85,3,11941871.72,549,UZS
L000360,C02159,2025-08-15,2025-11-13,6047345,4005164,0,0,Active,Cash loan,30.92,3,2639061.36,357,UZS
L000361,C01364,2024-12-15,2026-12-05,8865830,0,0,0,Closed,Installment,25.68,24,464273.96,750,UZS
L000362,C01141,2024-08-11,2026-02-02,3202445,1372116,0,0,Active,Microloan,28.54,18,228690.16,847,UZS
L000363,C02459,2024-07-07,2025-04-03,23117491,0,0,0,Closed,Credit card,43.55,9,3687239.81,580,UZS
L000364,C00436,2024-07-05,2026-06-25,29215935,15443141,0,0,Active,Credit card,28.27,24,1561469.99,512,UZS
L000365,C01058,2024-07-31,2026-07-21,40235938,33809000,12920988,25,Overdue,Cash loan,31.6,24,2206270.6,438,UZS
L000366,C01384,2025-09-28,2025-12-27,25345949,0,0,0,Closed,Credit card,34.92,3,11398918.13,606,UZS
L000367,C00556,2024-02-02,2025-07-26,31066313,23890817,0,0,Active,Credit card,29.89,18,2241779.66,776,UZS
L000368,C00381,2025-06-04,2025-09-02,7918781,962821,0,0,Active,Installment,38.62,3,3659004.74,690,UZS
L000369,C00496,2024-08-19,2026-08-09,1375982,1006820,632016,6,Overdue,Installment,42.15,24,81498.27,606,UZS
L000370,C00941,2024-03-03,2025-02-26,26612835,22717564,6227192,1,Overdue,Credit card,26.04,12,2795234.77,612,UZS
L000371,C02265,2024-10-04,2025-04-02,25257491,0,0,0,Closed,Credit card,22.18,6,5143267.08,575,UZS
L000372,C02462,2025-02-25,2025-11-22,9097601,3204832,0,0,Active,Cash loan,45.75,9,1473305.94,713,UZS
L000373,C00034,2025-08-12,2026-05-09,18609202,2767471,0,0,Active,Credit card,26.62,9,2618107.95,548,UZS
L000374,C00160,2025-10-13,2026-04-11,23138157,16624508,0,0,Active,Cash loan,31.25,6,5061471.84,774,UZS
L000375,C00312,2024-03-13,2024-06-11,14862449,0,0,0,Closed,Credit card,36.25,3,6750028.92,765,UZS
L000376,C00719,2024-06-27,2024-12-24,35231374,0,0,0,Closed,Cash loan,32.16,6,7760297.31,671,UZS
L000377,C00710,2025-08-06,2026-05-03,20027436,8698159,4402002,81,Overdue,Credit card,42.06,9,3161219.51,421,UZS
L000378,C00945,2024-11-08,2025-05-07,23170366,9997421,3459776,44,Overdue,Credit card,26.84,6,4898215.37,526,UZS
L000379,C01229,2025-07-05,2026-12-27,10635376,3468172,1251297,146,Default,Credit card,41.4,18,835467.87,624,UZS
L000380,C01180,2024-09-12,2026-09-02,40716523,35952880,16055500,1,Overdue,Cash loan,30.34,24,2211246.5,443,UZS
L000381,C02292,2025-06-19,2028-06-03,22427220,0,0,0,Closed,Credit card,27.97,36,797225.37,695,UZS
L000382,C01749,2025-09-11,2028-08-26,12964218,0,0,0,Closed,Credit card,33.29,36,480000.17,615,UZS
L000383,C01345,2025-04-13,2025-07-12,39872825,32604021,15203658,118,Overdue,Cash loan,31.65,3,17497524.7,406,UZS
L000384,C01546,2025-03-20,2026-03-15,20764998,3734975,0,0,Active,Installment,38.81,12,2401991.14,693,UZS
L000385,C00092,2025-03-19,2026-09-10,30396422,25001983,0,0,Active,Credit card,27.16,18,2147338.35,692,UZS
L000386,C02145,2025-04-03,2025-07-02,25597054,0,0,0,Closed,Cash loan,22.0,3,10409468.63,633,UZS
L000387,C01388,2025-06-01,2026-05-27,4342365,3413124,2327047,29,Overdue,Cash loan,30.83,12,473426.34,644,UZS
L000388,C01782,2024-12-01,2025-03-01,11878519,7490084,0,0,Active,Installment,40.98,3,5582112.03,718,UZS
L000389,C00940,2024-11-14,2025-02-12,24888509,18008804,0,0,Active,Installment,34.89,3,11190703.26,611,UZS
L000390,C00688,2025-04-01,2025-06-30,30336196,27603065,19305450,52,Overdue,Credit card,32.27,3,13375228.82,619,UZS
L000391,C00707,2024-11-04,2026-04-28,15800001,8369697,0,0,Active,Credit card,40.21,18,1230732.3,837,UZS
L000392,C01668,2024-02-23,2026-02-12,12840640,5122279,2200340,61,Overdue,Credit card,31.06,24,701205.95,581,UZS
L000393,C01366,2025-09-17,2027-09-07,16985234,12758799,0,0,Active,Cash loan,38.99,24,983657.36,695,UZS
L000394,C01883,2025-01-20,2028-01-05,2636538,647869,0,0,Active,Installment,32.14,36,96775.59,588,UZS
L000395,C01040,2024-10-15,2025-04-13,42938729,0,0,0,Closed,Cash loan,39.25,6,9965363.36,849,UZS
L000396,C00953,2024-03-14,2026-03-04,13102515,8327281,0,0,Active,Cash loan,39.83,24,763385.28,675,UZS
L000397,C00196,2024-08-13,2027-07-29,15982074,0,0,0,Closed,Installment,26.15,36,560038.51,632,UZS
L000398,C01694,2025-02-01,2025-07-31,20058417,17442842,4517341,161,Overdue,Credit card,33.9,6,4476370.06,806,UZS
L000399,C01534,2024-10-20,2026-10-10,30162597,22209662,0,0,Active,Credit card,32.71,24,1667865.94,814,UZS
L000400,C01883,2024-01-29,2027-01-13,15062518,11358486,0,0,Active,Credit card,22.54,36,512711.38,589,UZS
L000401,C01967,2024-12-29,2025-03-29,21024372,13997728,0,0,Active,Installment,40.4,3,9839406.1,552,UZS
L000402,C00852,2025-08-25,2025-11-23,5168838,0,0,0,Closed,Cash loan,30.94,3,2256025.49,779,UZS
L000403,C01463,2024-06-02,2024-11-29,13522768,3847245,0,0,Active,Credit card,44.89,6,3265523.09,759,UZS
L000404,C00821,2024-05-13,2025-05-08,23182839,10427902,0,0,Active,Credit card,42.53,12,2753541.7,772,UZS
L000405,C02338,2024-03-12,2024-06-10,21626467,11894671,0,0,Active,Credit card,40.37,3,10119023.91,833,UZS
L000406,C02056,2025-02-12,2028-01-28,3696091,965704,0,0,Active,Installment,45.08,36,148952.47,502,UZS
L000407,C01134,2024-03-19,2024-12-14,16783462,0,0,0,Closed,Installment,31.8,9,2457844.77,497,UZS
L000408,C01995,2024-10-14,2026-10-04,15811297,0,0,0,Closed,Credit card,22.38,24,806244.39,649,UZS
L000409,C01528,2025-01-12,2026-01-07,21668497,6655907,0,0,Active,Credit card,25.94,12,2274108.76,458,UZS
L000410,C00954,2024-01-04,2025-12-24,25634791,2897034,0,0,Active,Credit card,28.68,24,1374452.04,704,UZS
L000411,C01971,2025-09-30,2027-03-24,32689748,18413072,5247655,37,Overdue,Credit card,29.38,18,2349666.44,432,UZS
L000412,C00998,2025-08-27,2028-08-11,9059170,2939014,0,0,Active,Cash loan,29.26,36,325274.53,745,UZS
L000413,C00526,2024-12-01,2026-05-25,20613098,0,0,0,Closed,Cash loan,27.42,18,1459178.3,737,UZS
L000414,C02067,2024-08-19,2027-08-04,3754373,0,0,0,Closed,Installment,42.75,36,148871.32,727,UZS
L000415,C01963,2024-07-27,2024-10-25,16660396,8090080,0,0,Active,Cash loan,26.69,3,7035685.23,795,UZS
L000416,C01714,2025-07-01,2028-06-15,9047685,1711781,0,0,Active,Credit card,35.21,36,339815.97,631,UZS
L000417,C01343,2025-09-29,2028-09-13,44599222,0,0,0,Closed,Cash loan,41.05,36,1747422.3,717,UZS
L000418,C00312,2025-07-21,2026-07-16,4852255,2153788,1318740,12,Overdue,Microloan,36.1,12,550326.59,506,UZS
L000419,C01275,2025-08-08,2025-11-06,2377487,1884168,1298602,9,Overdue,Installment,26.15,3,999733.28,462,UZS
L000420,C00644,2025-09-14,2026-06-11,41536143,0,0,0,Closed,Cash loan,42.17,9,6561326.06,573,UZS
L000421,C00417,2025-06-11,2026-03-08,13384267,12284852,3855171,13,Overdue,Cash loan,26.7,9,1884207.37,525,UZS
L000422,C00222,2024-11-24,2025-05-23,7281915,2693331,346016,45,Overdue,Microloan,46.0,6,1771932.65,607,UZS
L000423,C01669,2025-07-16,2026-04-12,11729589,7764803,0,0,Active,Installment,29.33,9,1685541.94,829,UZS
L000424,C01244,2025-07-25,2027-07-15,15332063,0,0,0,Closed,Cash loan,36.35,24,871052.83,450,UZS
L000425,C01398,2025-03-02,2025-11-27,8505214,6218175,686247,139,Default,Cash loan,43.48,9,1355920.12,502,UZS
L000426,C02157,2024-06-12,2026-06-02,28845619,13776475,0,0,Active,Credit card,25.02,24,1502616.37,442,UZS
L000427,C00343,2025-05-26,2026-02-20,23823248,9198010,0,0,Active,Credit card,25.5,9,3322019.58,645,UZS
L000428,C02168,2024-10-04,2025-09-29,41449031,30810999,20402721,65,Overdue,Cash loan,37.21,12,4739351.29,451,UZS
L000429,C02017,2024-05-15,2025-11-06,33592586,18063412,7153245,150,Default,Cash loan,25.09,18,2334498.1,530,UZS
L000430,C00784,2024-05-05,2024-11-01,12732245,0,0,0,Closed,Installment,29.95,6,2757592.06,652,UZS
L000431,C02097,2025-10-19,2026-01-17,33800379,17383993,0,0,Active,Credit card,26.16,3,14214186.05,675,UZS
L000432,C00746,2025-03-04,2028-02-17,27066055,22594680,0,0,Active,Cash loan,45.18,36,1091513.85,507,UZS
L000433,C00171,2024-01-24,2024-10-20,18867022,15512514,0,0,Active,Credit card,28.23,9,2688131.37,749,UZS
