action_id,loan_id,customer_id,collector_id,action_date,action_type,action_result,promise_to_pay_date,promise_amount,next_follow_up_date
A00000314,L000260,C00262,CL016,2025-12-22,Push,No Answer,,,2025-12-31
A00000315,L000266,C01802,CL009,2025-12-15,Push,Wrong Number,,,2025-12-16
A00000316,L000266,C01802,CL005,2025-12-12,Push,Promise to Pay,2025-12-13,729953,2025-12-15
A00000317,L000266,C01802,CL009,2025-12-11,Push,No Answer,,,2025-12-19
A00000318,L000266,C01802,CL015,2025-12-16,SMS,Paid,,,2025-12-23
A00000319,L000266,C01802,CL012,2025-12-12,SMS,Rescheduled,,,2025-12-16
A00000320,L000269,C02295,CL031,2025-11-05,Call,Wrong Number,,,2025-11-07
A00000321,L000269,C02295,CL018,2025-10-24,SMS,Promise to Pay,2025-11-05,795037,2025-10-27
A00000322,L000269,C02295,CL022,2025-09-23,Field Visit,Paid,,,2025-09-30
A00000323,L000272,C02065,CL014,2025-12-13,SMS,Paid,,,2025-12-17
A00000324,L000275,C01666,CL026,2025-11-26,Call,Promise to Pay,2025-11-29,1602077,2025-11-30
A00000325,L000275,C01666,CL019,2025-12-09,Push,Rescheduled,,,2025-12-13
A00000326,L000275,C01666,CL024,2025-11-24,Call,No Answer,,,2025-11-27
A00000327,L000278,C01371,CL014,2025-12-09,Call,Promise to Pay,2025-12-11,112537,2025-12-10
A00000328,L000278,C01371,CL007,2025-12-05,Email,No Answer,,,2025-12-07
A00000329,L000280,C01184,CL022,2025-10-07,Field Visit,Rescheduled,,,2025-10-09
A00000330,L000280,C01184,CL027,2025-10-23,Call,Refused,,,2025-10-30
A00000331,L000280,C01184,CL018,2025-11-16,Call,Promise to Pay,2025-11-25,404102,2025-11-17
A00000332,L000280,C01184,CL029,2025-12-13,Field Visit,No Answer,,,2025-12-16
A00000333,L000280,C01184,CL029,2025-10-12,Push,Paid,,,2025-10-19
A00000334,L000280,C01184,CL021,2025-10-08,Call,Promise to Pay,2025-10-17,378015,2025-10-11
A00000335,L000280,C01184,CL018,2025-11-19,Call,Promise to Pay,2025-12-02,259187,2025-11-23
A00000336,L000282,C00569,CL017,2025-09-15,SMS,No Answer,,,2025-09-19
A00000337,L000282,C00569,CL036,2025-09-07,Push,No Answer,,,2025-09-14
A00000338,L000282,C00569,CL028,2025-09-03,Call,Paid,,,2025-09-13
A00000339,L000282,C00569,CL020,2025-07-08,Call,No Answer,,,2025-07-14
A00000340,L000282,C00569,CL039,2025-09-02,Call,Refused,,,2025-09-11
A00000341,L000282,C00569,CL038,2025-09-03,Email,No Answer,,,2025-09-09
A00000342,L000282,C00569,CL020,2025-07-01,Push,Paid,,,2025-07-09
A00000343,L000282,C00569,CL021,2025-08-05,SMS,Refused,,,2025-08-11
A00000344,L000282,C00569,CL038,2025-09-11,Email,Rescheduled,,,2025-09-12
A00000345,L000283,C00141,CL014,2025-12-29,Call,No Answer,,,2026-01-03
A00000346,L000299,C02180,CL009,2025-11-30,Call,No Answer,,,2025-12-08
A00000347,L000299,C02180,CL011,2025-12-09,SMS,Paid,,,2025-12-13
A00000348,L000301,C01756,CL020,2025-12-31,Call,Refused,,,2026-01-10
A00000349,L000301,C01756,CL018,2025-12-20,Call,Rescheduled,,,2025-12-22
A00000350,L000301,C01756,CL027,2025-12-09,Push,Promise to Pay,2025-12-15,742158,2025-12-18
A00000351,L000301,C01756,CL017,2025-12-31,SMS,No Answer,,,2026-01-05
A00000352,L000301,C01756,CL020,2025-12-01,Push,Refused,,,2025-12-03
A00000353,L000301,C01756,CL018,2025-12-23,Call,Paid,,,2025-12-25
A00000354,L000301,C01756,CL032,2025-12-31,Email,No Answer,,,2026-01-08
A00000355,L000301,C01756,CL026,2025-12-31,SMS,No Answer,,,2026-01-08
A00000356,L000301,C01756,CL033,2025-12-31,Call,Promise to Pay,2026-01-06,138133,2026-01-05
A00000357,L000305,C02042,CL008,2025-12-07,Call,No Answer,,,2025-12-11
A00000358,L000305,C02042,CL013,2025-12-15,Call,Wrong Number,,,2025-12-25
A00000359,L000305,C02042,CL013,2025-12-01,Email,Paid,,,2025-12-03
A00000360,L000310,C02026,CL014,2025-12-13,SMS,No Answer,,,2025-12-17
A00000361,L000310,C02026,CL003,2025-12-05,Call,No Answer,,,2025-12-12
A00000362,L000316,C01229,CL025,2025-11-17,Call,No Answer,,,2025-11-19
A00000363,L000316,C01229,CL017,2025-12-01,Field Visit,Promise to Pay,2025-12-02,379215,2025-12-10
A00000364,L000316,C01229,CL021,2025-11-28,Field Visit,Wrong Number,,,2025-11-29
A00000365,L000316,C01229,CL027,2025-11-15,Field Visit,Promise to Pay,2025-11-19,294998,2025-11-21
A00000366,L000316,C01229,CL022,2025-12-10,Field Visit,No Answer,,,2025-12-19
A00000367,L000316,C01229,CL023,2025-12-04,Call,Promise to Pay,2025-12-06,211509,2025-12-11
A00000368,L000317,C00917,CL010,2025-12-22,Email,Promise to Pay,2026-01-03,292812,2025-12-23
A00000369,L000321,C01712,CL026,2025-10-22,Call,No Answer,,,2025-10-26
A00000370,L000321,C01712,CL017,2025-11-07,Push,Wrong Number,,,2025-11-09
A00000371,L000321,C01712,CL030,2025-10-22,Call,Promise to Pay,2025-11-01,1464108,2025-10-23
A00000372,L000321,C01712,CL017,2025-12-05,SMS,No Answer,,,2025-12-08
A00000373,L000322,C00684,CL010,2025-12-26,Push,No Answer,,,2025-12-31
A00000374,L000322,C00684,CL003,2025-12-31,Call,Promise to Pay,2026-01-02,124114,2026-01-10
A00000375,L000322,C00684,CL003,2025-12-05,Call,Refused,,,2025-12-14
A00000376,L000322,C00684,CL015,2025-12-30,SMS,Rescheduled,,,2026-01-04
A00000377,L000334,C00332,CL002,2025-12-12,Call,Wrong Number,,,2025-12-17
A00000378,L000334,C00332,CL003,2025-11-21,SMS,Rescheduled,,,2025-11-22
A00000379,L000338,C00999,CL007,2025-12-09,Field Visit,Refused,,,2025-12-13
A00000380,L000338,C00999,CL006,2025-12-21,Call,No Answer,,,2025-12-31
A00000381,L000338,C00999,CL015,2025-12-13,Call,No Answer,,,2025-12-18
A00000382,L000338,C00999,CL002,2025-12-17,Call,No Answer,,,2025-12-27
A00000383,L000341,C00176,CL005,2025-12-14,SMS,Promise to Pay,2025-12-18,539412,2025-12-21
A00000384,L000343,C00330,CL022,2025-12-07,Call,Paid,,,2025-12-10
A00000385,L000343,C00330,CL021,2025-12-09,SMS,Refused,,,2025-12-10
A00000386,L000344,C00968,CL017,2025-11-03,SMS,Refused,,,2025-11-09
A00000387,L000344,C00968,CL027,2025-11-24,Push,No Answer,,,2025-12-04
A00000388,L000345,C02228,CL027,2025-11-14,SMS,No Answer,,,2025-11-15
A00000389,L000345,C02228,CL024,2025-10-31,Call,Promise to Pay,2025-11-11,510323,2025-11-01
A00000390,L000345,C02228,CL019,2025-09-28,Call,Promise to Pay,2025-10-11,418637,2025-10-03
A00000391,L000345,C02228,CL025,2025-11-02,Call,No Answer,,,2025-11-12
A00000392,L000345,C02228,CL024,2025-11-07,Push,Promise to Pay,2025-11-17,1086397,2025-11-10
A00000393,L000345,C02228,CL020,2025-10-20,Call,Promise to Pay,2025-10-30,1058073,2025-10-29
A00000394,L000345,C02228,CL018,2025-10-03,Call,No Answer,,,2025-10-07
A00000395,L000346,C00891,CL002,2025-12-04,Call,Promise to Pay,2025-12-13,680635,2025-12-11
A00000396,L000346,C00891,CL009,2025-12-10,Push,Refused,,,2025-12-12
A00000397,L000346,C00891,CL009,2025-11-29,SMS,Refused,,,2025-12-08
A00000398,L000346,C00891,CL014,2025-12-09,Email,No Answer,,,2025-12-19
A00000399,L000346,C00891,CL001,2025-12-10,Call,Paid,,,2025-12-18
A00000400,L000349,C02092,CL018,2025-12-04,Email,No Answer,,,2025-12-08
A00000401,L000349,C02092,CL023,2025-11-29,Push,Refused,,,2025-12-07
A00000402,L000349,C02092,CL019,2025-11-11,SMS,Promise to Pay,2025-11-14,446874,2025-11-19
A00000403,L000349,C02092,CL017,2025-12-01,Call,Refused,,,2025-12-10
A00000404,L000349,C02092,CL018,2025-12-07,Email,No Answer,,,2025-12-14
A00000405,L000349,C02092,CL028,2025-11-21,Push,No Answer,,,2025-12-01
A00000406,L000349,C02092,CL020,2025-11-20,SMS,Refused,,,2025-11-28
A00000407,L000354,C02383,CL025,2025-12-31,Call,No Answer,,,2026-01-05
A00000408,L000354,C02383,CL017,2025-11-15,Push,Promise to Pay,2025-11-16,620513,2025-11-17
A00000409,L000354,C02383,CL020,2025-11-13,SMS,Promise to Pay,2025-11-20,715206,2025-11-18
A00000410,L000357,C01698,CL028,2025-11-08,Call,Promise to Pay,2025-11-10,1763825,2025-11-12
A00000411,L000357,C01698,CL016,2025-11-05,Call,Paid,,,2025-11-15
A00000412,L000365,C01058,CL011,2025-11-23,Call,No Answer,,,2025-12-02
A00000413,L000365,C01058,CL001,2025-12-04,Call,Paid,,,2025-12-08
A00000414,L000369,C00496,CL009,2025-12-08,Call,Refused,,,2025-12-12
A00000415,L000369,C00496,CL014,2025-12-11,Call,Refused,,,2025-12-17
A00000416,L000369,C00496,CL012,2025-12-09,Call,Refused,,,2025-12-14
A00000417,L000370,C00941,CL003,2025-12-12,Push,Promise to Pay,2025-12-23,713518,2025-12-16
A00000418,L000370,C00941,CL006,2025-12-12,Call,Promise to Pay,2025-12-20,969683,2025-12-15
A00000419,L000377,C00710,CL018,2025-10-11,Call,Promise to Pay,2025-10-13,1050814,2025-10-13
A00000420,L000377,C00710,CL025,2025-12-08,Push,Refused,,,2025-12-10
A00000421,L000378,C00945,CL024,2025-12-06,Push,Paid,,,2025-12-09
A00000422,L000378,C00945,CL022,2025-12-14,Email,Rescheduled,,,2025-12-18
A00000423,L000378,C00945,CL024,2025-12-02,SMS,Paid,,,2025-12-03
A00000424,L000378,C00945,CL024,2025-12-26,Email,Rescheduled,,,2025-12-29
A00000425,L000378,C00945,CL029,2025-11-24,Call,No Answer,,,2025-11-27
A00000426,L000378,C00945,CL026,2025-12-11,SMS,Refused,,,2025-12-17
A00000427,L000379,C01229,CL023,2025-08-11,SMS,Refused,,,2025-08-12
A00000428,L000379,C01229,CL027,2025-10-15,SMS,Promise to Pay,2025-10-16,189067,2025-10-18
A00000429,L000379,C01229,CL019,2025-10-11,Push,No Answer,,,2025-10-15
A00000430,L000379,C01229,CL022,2025-10-17,Push,Promise to Pay,2025-10-22,613709,2025-10-26
A00000431,L000379,C01229,CL041,2025-09-09,SMS,No Answer,,,2025-09-14
A00000432,L000379,C01229,CL018,2025-09-23,Push,Promise to Pay,2025-10-06,274666,2025-09-30
A00000433,L000379,C01229,CL043,2025-10-13,Call,Rescheduled,,,2025-10-22
A00000434,L000379,C01229,CL044,2025-09-28,Call,No Answer,,,2025-10-02
A00000435,L000380,C01180,CL013,2025-12-21,Field Visit,No Answer,,,2025-12-29
A00000436,L000383,C01345,CL021,2025-09-11,Call,Promise to Pay,2025-09-14,658269,2025-09-15
A00000437,L000383,C01345,CL017,2025-11-14,SMS,Promise to Pay,2025-11-21,1788413,2025-11-16
A00000438,L000383,C01345,CL017,2025-09-19,Call,Paid,,,2025-09-28
A00000439,L000383,C01345,CL037,2025-11-01,Call,No Answer,,,2025-11-10
A00000440,L000383,C01345,CL032,2025-10-01,Call,Promise to Pay,2025-10-11,1300988,2025-10-06
A00000441,L000383,C01345,CL038,2025-10-16,SMS,Paid,,,2025-10-19
A00000442,L000383,C01345,CL038,2025-11-20,SMS,Rescheduled,,,2025-11-21
A00000443,L000387,C01388,CL013,2025-12-24,Push,Promise to Pay,2026-01-04,548417,2025-12-25
A00000444,L000387,C01388,CL009,2025-11-30,Call,No Answer,,,2025-12-08
A00000445,L000387,C01388,CL006,2025-12-29,SMS,Promise to Pay,2026-01-08,963678,2026-01-05
A00000446,L000387,C01388,CL008,2025-12-25,SMS,No Answer,,,2026-01-04
A00000447,L000390,C00688,CL025,2025-11-26,Call,Promise to Pay,2025-12-01,775736,2025-11-29
A00000448,L000390,C00688,CL025,2025-12-12,Call,Rescheduled,,,2025-12-16
A00000449,L000390,C00688,CL024,2025-12-28,Email,Promise to Pay,2026-01-05,6784019,2025-12-30
A00000450,L000390,C00688,CL017,2025-11-21,Call,Promise to Pay,2025-11-23,583592,2025-11-24
A00000451,L000390,C00688,CL030,2025-11-25,SMS,No Answer,,,2025-12-03
A00000452,L000390,C00688,CL029,2025-12-01,Call,No Answer,,,2025-12-08
A00000453,L000390,C00688,CL025,2025-12-09,Call,No Answer,,,2025-12-18
A00000454,L000392,C01668,CL022,2025-10-22,Call,Refused,,,2025-10-23
A00000455,L000392,C01668,CL017,2025-10-24,Email,Promise to Pay,2025-10-30,687804,2025-10-28
A00000456,L000392,C01668,CL028,2025-11-20,Call,Paid,,,2025-11-22
A00000457,L000392,C01668,CL029,2025-12-17,Push,Promise to Pay,2025-12-19,795676,2025-12-19
A00000458,L000392,C01668,CL026,2025-12-19,Field Visit,Promise to Pay,2025-12-20,563088,2025-12-25
A00000459,L000392,C01668,CL017,2025-12-01,Call,No Answer,,,2025-12-04
A00000460,L000398,C01694,CL026,2025-07-19,SMS,No Answer,,,2025-07-22
A00000461,L000398,C01694,CL025,2025-09-20,Call,No Answer,,,2025-09-28
A00000462,L000398,C01694,CL031,2025-07-30,Field Visit,No Answer,,,2025-08-08
A00000463,L000398,C01694,CL023,2025-08-05,Call,No Answer,,,2025-08-08
A00000464,L000398,C01694,CL044,2025-07-16,Email,Rescheduled,,,2025-07-20
A00000465,L000398,C01694,CL018,2025-08-01,SMS,Rescheduled,,,2025-08-06
A00000466,L000398,C01694,CL030,2025-08-29,SMS,Paid,,,2025-09-02
A00000467,L000398,C01694,CL035,2025-08-12,Field Visit,Refused,,,2025-08-21
A00000468,L000398,C01694,CL040,2025-09-15,Call,No Answer,,,2025-09-20
A00000469,L000411,C01971,CL021,2025-12-16,Call,Promise to Pay,2025-12-26,505682,2025-12-26
A00000470,L000411,C01971,CL028,2025-11-14,Push,Promise to Pay,2025-11-27,1796320,2025-11-16
A00000471,L000411,C01971,CL029,2025-11-13,Push,Rescheduled,,,2025-11-18
A00000472,L000411,C01971,CL020,2025-11-21,Field Visit,Paid,,,2025-11-23
A00000473,L000411,C01971,CL023,2025-12-02,Push,Wrong Number,,,2025-12-10
A00000474,L000411,C01971,CL027,2025-11-16,Push,No Answer,,,2025-11-23
A00000475,L000411,C01971,CL027,2025-12-02,Field Visit,No Answer,,,2025-12-03
A00000476,L000418,C00312,CL011,2025-12-10,Call,Promise to Pay,2025-12-13,518778,2025-12-16
A00000477,L000418,C00312,CL006,2025-12-06,Field Visit,Refused,,,2025-12-08
A00000478,L000419,C01275,CL002,2025-12-12,Push,Refused,,,2025-12-19
A00000479,L000419,C01275,CL007,2025-12-07,SMS,Refused,,,2025-12-10
A00000480,L000419,C01275,CL011,2025-12-14,Call,Promise to Pay,2025-12-15,560484,2025-12-16
A00000481,L000419,C01275,CL013,2025-12-09,SMS,Promise to Pay,2025-12-23,234632,2025-12-18
A00000482,L000419,C01275,CL005,2025-12-13,Call,No Answer,,,2025-12-20
A00000483,L000421,C00417,CL003,2025-12-13,SMS,Promise to Pay,2025-12-25,2007841,2025-12-23
A00000484,L000421,C00417,CL009,2025-12-16,Call,No Answer,,,2025-12-19
A00000485,L000421,C00417,CL004,2025-12-17,Push,Promise to Pay,2025-12-30,650064,2025-12-27
A00000486,L000422,C00222,CL021,2025-11-22,Field Visit,No Answer,,,2025-11-30
A00000487,L000422,C00222,CL026,2025-12-26,SMS,Promise to Pay,2026-01-03,139023,2025-12-30
A00000488,L000425,C01398,CL041,2025-10-19,Call,No Answer,,,2025-10-22
A00000489,L000425,C01398,CL026,2025-08-06,Call,Refused,,,2025-08-16
A00000490,L000425,C01398,CL041,2025-10-14,Call,No Answer,,,2025-10-24
A00000491,L000425,C01398,CL037,2025-08-16,Call,No Answer,,,2025-08-22
A00000492,L000425,C01398,CL042,2025-10-03,Call,No Answer,,,2025-10-07
A00000493,L000425,C01398,CL037,2025-08-14,Call,No Answer,,,2025-08-22
A00000494,L000425,C01398,CL039,2025-09-23,Call,Promise to Pay,2025-10-07,106103,2025-09-28
A00000495,L000425,C01398,CL038,2025-10-16,Email,Refused,,,2025-10-22
A00000496,L000428,C02168,CL018,2025-12-08,Call,Rescheduled,,,2025-12-14
A00000497,L000428,C02168,CL022,2025-11-25,SMS,Promise to Pay,2025-12-08,4315658,2025-11-28
A00000498,L000428,C02168,CL025,2025-11-12,Call,Promise to Pay,2025-11-15,1084396,2025-11-21
A00000499,L000428,C02168,CL023,2025-10-19,Email,Promise to Pay,2025-10-20,306117,2025-10-21
A00000500,L000428,C02168,CL024,2025-11-23,Call,Promise to Pay,2025-11-29,1241134,2025-11-30
A00000501,L000428,C02168,CL027,2025-11-18,Call,Refused,,,2025-11-21
A00000502,L000428,C02168,CL027,2025-11-23,Call,No Answer,,,2025-11-26
A00000503,L000429,C02017,CL029,2025-08-02,Call,No Answer,,,2025-08-07
A00000504,L000429,C02017,CL023,2025-08-15,Call,Refused,,,2025-08-24
A00000505,L000429,C02017,CL025,2025-09-09,Email,No Answer,,,2025-09-18
A00000506,L000429,C02017,CL037,2025-10-19,Push,Rescheduled,,,2025-10-27
A00000507,L000429,C02017,CL020,2025-09-11,Field Visit,Promise to Pay,2025-09-12,914789,2025-09-12
A00000508,L000429,C02017,CL029,2025-08-22,Call,Rescheduled,,,2025-08-25
A00000509,L000429,C02017,CL027,2025-08-20,SMS,Paid,,,2025-08-29
A00000510,L000429,C02017,CL023,2025-09-02,Call,No Answer,,,2025-09-11
A00000511,L000437,C00327,CL021,2025-12-18,SMS,No Answer,,,2025-12-26
A00000512,L000437,C00327,CL027,2025-12-17,Call,No Answer,,,2025-12-26
A00000513,L000441,C02166,CL011,2025-12-08,Call,Refused,,,2025-12-12
A00000514,L000441,C02166,CL001,2025-12-02,Field Visit,No Answer,,,2025-12-04
A00000515,L000441,C02166,CL001,2025-12-02,Call,Refused,,,2025-12-12
A00000516,L000441,C02166,CL004,2025-11-24,Call,Paid,,,2025-11-27
A00000517,L000442,C02198,CL005,2025-12-04,Field Visit,Rescheduled,,,2025-12-12
A00000518,L000442,C02198,CL012,2025-12-23,Field Visit,Promise to Pay,2025-12-25,229544,2025-12-26
A00000519,L000442,C02198,CL005,2025-12-17,SMS,No Answer,,,2025-12-24
A00000520,L000442,C02198,CL012,2025-11-28,Field Visit,No Answer,,,2025-11-29
A00000521,L000442,C02198,CL006,2025-12-23,Email,Promise to Pay,2026-01-05,200705,2025-12-28
A00000522,L000443,C01987,CL026,2025-12-31,Call,Rescheduled,,,2026-01-05
A00000523,L000443,C01987,CL017,2025-12-02,Call,Promise to Pay,2025-12-11,154307,2025-12-12
A00000524,L000443,C01987,CL024,2025-12-31,SMS,Paid,,,2026-01-07
A00000525,L000450,C00881,CL010,2025-12-11,Field Visit,Promise to Pay,2025-12-20,136397,2025-12-18
A00000526,L000450,C00881,CL002,2025-12-19,Call,No Answer,,,2025-12-27
A00000527,L000451,C02074,CL011,2025-12-20,Push,Paid,,,2025-12-29
A00000528,L000451,C02074,CL011,2025-12-13,Email,Rescheduled,,,2025-12-14
A00000529,L000451,C02074,CL009,2025-11-23,Call,No Answer,,,2025-11-24
A00000530,L000456,C00891,CL006,2025-12-13,Call,Paid,,,2025-12-16
A00000531,L000456,C00891,CL012,2025-12-17,Push,Paid,,,2025-12-22
A00000532,L000456,C00891,CL001,2025-12-06,Email,Paid,,,2025-12-11
A00000533,L000456,C00891,CL007,2025-11-27,Field Visit,Promise to Pay,2025-12-08,232502,2025-12-01
A00000534,L000456,C00891,CL010,2025-11-30,Push,No Answer,,,2025-12-06
A00000535,L000458,C02333,CL011,2025-12-22,Field Visit,Paid,,,2025-12-31
A00000536,L000458,C02333,CL012,2025-12-21,Call,Rescheduled,,,2025-12-23
A00000537,L000458,C02333,CL014,2025-12-24,Call,Promise to Pay,2026-01-02,194912,2025-12-29
A00000538,L000458,C02333,CL010,2025-12-27,SMS,Rescheduled,,,2025-12-30
A00000539,L000458,C02333,CL015,2025-12-21,Call,No Answer,,,2025-12-29
A00000540,L000465,C00709,CL028,2025-12-14,SMS,Promise to Pay,2025-12-28,747870,2025-12-20
A00000541,L000465,C00709,CL023,2025-11-24,Call,Paid,,,2025-12-03
A00000542,L000465,C00709,CL026,2025-11-05,Email,No Answer,,,2025-11-07
A00000543,L000468,C01675,CL017,2025-09-30,SMS,Paid,,,2025-10-07
A00000544,L000468,C01675,CL016,2025-10-30,Field Visit,Refused,,,2025-11-08
A00000545,L000468,C01675,CL028,2025-12-02,Call,No Answer,,,2025-12-06
A00000546,L000468,C01675,CL022,2025-11-04,Call,Promise to Pay,2025-11-13,503952,2025-11-05
A00000547,L000468,C01675,CL020,2025-12-16,SMS,Rescheduled,,,2025-12-24
A00000548,L000468,C01675,CL023,2025-12-21,SMS,No Answer,,,2025-12-22
A00000549,L000469,C01905,CL020,2025-12-03,Push,Promise to Pay,2025-12-06,3654122,2025-12-10
A00000550,L000469,C01905,CL021,2025-10-27,Call,Refused,,,2025-11-01
A00000551,L000469,C01905,CL025,2025-10-23,SMS,Refused,,,2025-11-01
A00000552,L000469,C01905,CL019,2025-12-03,Field Visit,Paid,,,2025-12-07
A00000553,L000469,C01905,CL027,2025-12-02,SMS,No Answer,,,2025-12-06
A00000554,L000469,C01905,CL029,2025-11-07,Call,No Answer,,,2025-11-15
A00000555,L000481,C00280,CL025,2025-10-29,Push,Rescheduled,,,2025-11-01
A00000556,L000481,C00280,CL019,2025-11-01,Call,Rescheduled,,,2025-11-09
A00000557,L000481,C00280,CL030,2025-10-21,SMS,Promise to Pay,2025-11-01,1354923,2025-10-27
A00000558,L000481,C00280,CL030,2025-11-23,Push,Promise to Pay,2025-12-07,120036,2025-12-01
A00000559,L000481,C00280,CL024,2025-12-10,SMS,Refused,,,2025-12-20
A00000560,L000481,C00280,CL028,2025-12-04,SMS,Promise to Pay,2025-12-12,1203141,2025-12-09
A00000561,L000481,C00280,CL021,2025-11-02,Field Visit,Refused,,,2025-11-03
A00000562,L000481,C00280,CL020,2025-11-14,Call,No Answer,,,2025-11-16
A00000563,L000483,C01254,CL020,2025-10-09,Email,Refused,,,2025-10-16
A00000564,L000483,C01254,CL023,2025-12-05,Field Visit,No Answer,,,2025-12-14
A00000565,L000483,C01254,CL020,2025-11-02,Call,Promise to Pay,2025-11-12,3075310,2025-11-03
A00000566,L000483,C01254,CL019,2025-11-10,Call,Paid,,,2025-11-11
A00000567,L000483,C01254,CL021,2025-11-05,Call,Refused,,,2025-11-10
A00000568,L000483,C01254,CL028,2025-11-18,SMS,Paid,,,2025-11-28
A00000569,L000483,C01254,CL023,2025-12-09,Call,No Answer,,,2025-12-12
A00000570,L000488,C00007,CL003,2025-12-27,SMS,Rescheduled,,,2025-12-29
A00000571,L000488,C00007,CL003,2025-12-17,Field Visit,Promise to Pay,2025-12-25,225828,2025-12-24
A00000572,L000488,C00007,CL010,2025-12-24,Call,Refused,,,2026-01-03
A00000573,L000490,C01155,CL024,2025-11-06,Call,Promise to Pay,2025-11-19,334895,2025-11-07
A00000574,L000490,C01155,CL017,2025-10-24,Call,No Answer,,,2025-10-28
A00000575,L000490,C01155,CL021,2025-11-22,Call,Wrong Number,,,2025-11-23
A00000576,L000490,C01155,CL023,2025-11-26,Call,Promise to Pay,2025-12-10,206576,2025-12-04
A00000577,L000490,C01155,CL018,2025-10-21,Field Visit,No Answer,,,2025-10-23
A00000578,L000490,C01155,CL020,2025-10-17,Call,Paid,,,2025-10-19
A00000579,L000491,C01346,CL024,2025-11-16,Push,No Answer,,,2025-11-20
A00000580,L000491,C01346,CL025,2025-10-27,Call,Refused,,,2025-10-29
A00000581,L000491,C01346,CL022,2025-11-10,Call,Refused,,,2025-11-13
A00000582,L000491,C01346,CL018,2025-12-11,SMS,Refused,,,2025-12-18
A00000583,L000491,C01346,CL030,2025-11-29,SMS,No Answer,,,2025-12-09
A00000584,L000491,C01346,CL030,2025-10-14,Call,Promise to Pay,2025-10-23,166284,2025-10-17
A00000585,L000491,C01346,CL017,2025-09-22,Call,Promise to Pay,2025-10-03,445468,2025-09-25
A00000586,L000494,C02374,CL025,2025-11-20,Call,Promise to Pay,2025-12-04,487407,2025-11-22
A00000587,L000494,C02374,CL030,2025-12-21,Push,Promise to Pay,2026-01-02,354324,2025-12-29
A00000588,L000494,C02374,CL024,2025-11-13,Field Visit,Promise to Pay,2025-11-14,188835,2025-11-22
A00000589,L000494,C02374,CL024,2025-12-24,SMS,Promise to Pay,2025-12-25,341298,2026-01-01
A00000590,L000498,C01414,CL024,2025-12-05,Email,Refused,,,2025-12-08
A00000591,L000498,C01414,CL024,2025-11-22,Push,Paid,,,2025-12-02
A00000592,L000498,C01414,CL021,2025-11-26,Call,No Answer,,,2025-12-06
A00000593,L000498,C01414,CL016,2025-11-18,Call,Promise to Pay,2025-11-23,331466,2025-11-23
A00000594,L000498,C01414,CL026,2025-11-12,Call,No Answer,,,2025-11-19
A00000595,L000498,C01414,CL018,2025-12-14,Call,Refused,,,2025-12-15
