payment_id,loan_id,customer_id,payment_date,payment_amount,payment_type,payment_channel,currency
P0000376,L000066,C00645,2025-06-11,207963,Partial,Terminal,UZS
P0000377,L000066,C00645,2025-12-03,10624770,Regular,Mobile App,UZS
P0000378,L000066,C00645,2025-09-12,7464154,Partial,Mobile App,UZS
P0000379,L000066,C00645,2025-01-27,4042334,Regular,Terminal,UZS
P0000380,L000066,C00645,2025-12-16,7849950,Regular,Mobile App,UZS
P0000381,L000066,C00645,2025-10-29,6668709,Partial,Mobile App,UZS
P0000382,L000066,C00645,2025-11-09,7320960,Regular,Bank Transfer,UZS
P0000383,L000066,C00645,2025-08-07,1598648,Regular,Terminal,UZS
P0000384,L000066,C00645,2025-01-18,9418825,Regular,Mobile App,UZS
P0000385,L000067,C01404,2025-03-24,3037262,Regular,Terminal,UZS
P0000386,L000067,C01404,2024-11-18,1299421,Regular,Terminal,UZS
P0000387,L000068,C01770,2025-09-27,164271,Regular,Mobile App,UZS
P0000388,L000068,C01770,2025-12-03,629679,Regular,Branch,UZS
P0000389,L000068,C01770,2025-12-24,394267,Partial,Bank Transfer,UZS
P0000390,L000068,C01770,2025-12-30,667568,Regular,Mobile App,UZS
P0000391,L000068,C01770,2025-08-21,358420,Regular,Branch,UZS
P0000392,L000069,C02456,2025-12-09,209466,Regular,Terminal,UZS
P0000393,L000069,C02456,2024-12-08,102326,Regular,Bank Transfer,UZS
P0000394,L000069,C02456,2024-12-22,175291,Full repayment,Branch,UZS
P0000395,L000069,C02456,2025-05-24,275165,Regular,Bank Transfer,UZS
P0000396,L000069,C02456,2025-12-26,225603,Regular,Branch,UZS
P0000397,L000069,C02456,2024-07-10,361952,Regular,Mobile App,UZS
P0000398,L000069,C02456,2025-02-01,128083,Regular,Mobile App,UZS
P0000399,L000069,C02456,2024-06-23,144985,Partial,Terminal,UZS
P0000400,L000069,C02456,2025-11-26,233003,Partial,Terminal,UZS
P0000401,L000069,C02456,2024-07-21,153137,Regular,Branch,UZS
P0000402,L000069,C02456,2025-10-25,150587,Full repayment,Bank Transfer,UZS
P0000403,L000069,C02456,2024-08-12,104543,Regular,Branch,UZS
P0000404,L000069,C02456,2025-11-14,195180,Partial,Bank Transfer,UZS
P0000405,L000069,C02456,2025-08-07,153163,Regular,Mobile App,UZS
P0000406,L000069,C02456,2025-04-01,121765,Partial,Branch,UZS
P0000407,L000069,C02456,2025-05-20,375562,Full repayment,Branch,UZS
P0000408,L000069,C02456,2024-08-30,185949,Partial,Mobile App,UZS
P0000409,L000070,C01551,2025-11-23,1409871,Regular,Terminal,UZS
P0000410,L000071,C01863,2025-12-10,816042,Regular,Terminal,UZS
P0000411,L000072,C01141,2025-08-13,1362645,Partial,Branch,UZS
P0000412,L000072,C01141,2025-06-29,878690,Full repayment,Mobile App,UZS
P0000413,L000072,C01141,2025-12-19,1449397,Regular,Branch,UZS
P0000414,L000072,C01141,2025-01-23,133003,Regular,Bank Transfer,UZS
P0000415,L000072,C01141,2025-02-22,671438,Regular,Mobile App,UZS
P0000416,L000073,C00261,2024-12-24,1555734,Regular,Bank Transfer,UZS
P0000417,L000073,C00261,2024-04-23,2249722,Partial,Bank Transfer,UZS
P0000418,L000073,C00261,2025-02-21,383399,Partial,Mobile App,UZS
P0000419,L000073,C00261,2025-12-27,1797098,Regular,Mobile App,UZS
P0000420,L000073,C00261,2024-06-11,592940,Partial,Terminal,UZS
P0000421,L000073,C00261,2024-08-29,761227,Regular,Mobile App,UZS
P0000422,L000073,C00261,2024-07-20,870205,Regular,Branch,UZS
P0000423,L000073,C00261,2024-04-11,308749,Partial,Branch,UZS
P0000424,L000073,C00261,2024-11-18,229862,Regular,Branch,UZS
P0000425,L000073,C00261,2025-08-17,316672,Regular,Terminal,UZS
P0000426,L000073,C00261,2025-06-04,1401202,Regular,Mobile App,UZS
P0000427,L000073,C00261,2024-08-05,1653703,Regular,Mobile App,UZS
P0000428,L000074,C01672,2025-04-16,742543,Regular,Branch,UZS
P0000429,L000074,C01672,2025-12-26,2879317,Regular,Mobile App,UZS
P0000430,L000075,C01575,2025-09-08,127080,Regular,Branch,UZS
P0000431,L000075,C01575,2025-08-01,142543,Partial,Branch,UZS
P0000432,L000075,C01575,2025-12-18,153199,Partial,Bank Transfer,UZS
P0000433,L000075,C01575,2025-08-26,149685,Partial,Mobile App,UZS
P0000434,L000076,C01623,2025-10-29,448069,Regular,Branch,UZS
P0000435,L000076,C01623,2025-06-04,153458,Partial,Bank Transfer,UZS
P0000436,L000076,C01623,2025-12-25,384343,Regular,Bank Transfer,UZS
P0000437,L000076,C01623,2025-12-18,104387,Regular,Branch,UZS
P0000438,L000076,C01623,2025-11-21,410888,Regular,Mobile App,UZS
P0000439,L000076,C01623,2025-10-29,398250,Regular,Mobile App,UZS
P0000440,L000076,C01623,2025-11-04,141551,Partial,Branch,UZS
P0000441,L000076,C01623,2025-12-31,432257,Regular,Mobile App,UZS
P0000442,L000077,C00033,2025-09-11,9894023,Regular,Terminal,UZS
P0000443,L000077,C00033,2025-09-11,9777309,Regular,Mobile App,UZS
P0000444,L000078,C00119,2025-02-18,26811557,Partial,Mobile App,UZS
P0000445,L000078,C00119,2025-02-26,1340652,Regular,Mobile App,UZS
P0000446,L000078,C00119,2025-12-07,7050580,Partial,Mobile App,UZS
P0000447,L000078,C00119,2024-09-20,10549367,Regular,Terminal,UZS
P0000448,L000078,C00119,2025-06-21,8904886,Regular,Mobile App,UZS
P0000449,L000078,C00119,2024-07-27,9199213,Regular,Mobile App,UZS
P0000450,L000078,C00119,2025-05-16,10983828,Regular,Mobile App,UZS
P0000451,L000078,C00119,2024-12-11,5883359,Partial,Mobile App,UZS
P0000452,L000078,C00119,2025-02-23,7564849,Regular,Branch,UZS
P0000453,L000078,C00119,2024-08-14,12158233,Full repayment,Terminal,UZS
P0000454,L000078,C00119,2025-06-23,1557555,Full repayment,Mobile App,UZS
P0000455,L000079,C02448,2025-06-11,381147,Partial,Mobile App,UZS
P0000456,L000079,C02448,2025-05-02,151523,Regular,Mobile App,UZS
P0000457,L000079,C02448,2024-08-15,114868,Partial,Mobile App,UZS
P0000458,L000079,C02448,2024-12-14,811764,Partial,Bank Transfer,UZS
P0000459,L000079,C02448,2025-07-10,283898,Regular,Terminal,UZS
P0000460,L000079,C02448,2024-11-02,498698,Regular,Terminal,UZS
P0000461,L000079,C02448,2025-05-14,257756,Regular,Mobile App,UZS
P0000462,L000079,C02448,2025-02-10,951211,Full repayment,Branch,UZS
P0000463,L000079,C02448,2025-06-17,239083,Regular,Mobile App,UZS
P0000464,L000079,C02448,2025-04-04,431580,Regular,Branch,UZS
P0000465,L000079,C02448,2024-09-19,323982,Partial,Branch,UZS
P0000466,L000079,C02448,2024-05-21,1055588,Regular,Branch,UZS
P0000467,L000079,C02448,2025-01-03,149572,Regular,Mobile App,UZS
P0000468,L000081,C02478,2025-03-23,362974,Regular,Mobile App,UZS
P0000469,L000081,C02478,2024-11-06,815194,Partial,Mobile App,UZS
P0000470,L000081,C02478,2025-04-24,331107,Partial,Branch,UZS
P0000471,L000081,C02478,2025-02-13,252558,Partial,Bank Transfer,UZS
P0000472,L000081,C02478,2025-11-20,223188,Partial,Bank Transfer,UZS
P0000473,L000081,C02478,2025-07-10,752629,Partial,Branch,UZS
P0000474,L000081,C02478,2024-12-22,631178,Regular,Terminal,UZS
P0000475,L000083,C01669,2025-12-13,144467,Regular,Mobile App,UZS
P0000476,L000083,C01669,2025-06-05,328109,Regular,Mobile App,UZS
P0000477,L000083,C01669,2024-12-07,105488,Regular,Terminal,UZS
P0000478,L000083,C01669,2025-10-21,192575,Partial,Mobile App,UZS
P0000479,L000083,C01669,2025-05-12,171829,Regular,Mobile App,UZS
P0000480,L000083,C01669,2024-09-28,138060,Regular,Terminal,UZS
P0000481,L000084,C01664,2025-10-07,367765,Regular,Mobile App,UZS
P0000482,L000085,C02036,2025-12-19,266890,Partial,Branch,UZS
P0000483,L000085,C02036,2025-04-27,1799785,Regular,Terminal,UZS
P0000484,L000085,C02036,2025-01-28,256399,Partial,Branch,UZS
P0000485,L000086,C02420,2025-12-05,473105,Full repayment,Terminal,UZS
P0000486,L000086,C02420,2025-06-03,1673015,Regular,Mobile App,UZS
P0000487,L000087,C01916,2025-09-19,222391,Regular,Mobile App,UZS
P0000488,L000087,C01916,2025-03-24,168981,Regular,Mobile App,UZS
P0000489,L000087,C01916,2025-12-17,145380,Partial,Mobile App,UZS
P0000490,L000087,C01916,2025-09-08,183189,Full repayment,Mobile App,UZS
P0000491,L000087,C01916,2025-04-04,249713,Regular,Mobile App,UZS
P0000492,L000087,C01916,2025-11-26,334436,Regular,Mobile App,UZS
P0000493,L000087,C01916,2025-11-17,256097,Partial,Mobile App,UZS
P0000494,L000087,C01916,2025-11-24,257306,Regular,Mobile App,UZS
P0000495,L000087,C01916,2025-02-10,155568,Regular,Mobile App,UZS
P0000496,L000087,C01916,2025-02-19,186914,Regular,Bank Transfer,UZS
P0000497,L000087,C01916,2025-02-26,215064,Regular,Branch,UZS
P0000498,L000087,C01916,2025-07-26,105308,Regular,Mobile App,UZS
P0000499,L000088,C02178,2025-11-11,383384,Regular,Mobile App,UZS
P0000500,L000088,C02178,2025-03-08,202056,Regular,Mobile App,UZS
P0000501,L000088,C02178,2025-12-08,134294,Regular,Mobile App,UZS
P0000502,L000088,C02178,2025-08-03,436233,Partial,Bank Transfer,UZS
P0000503,L000088,C02178,2025-11-21,399893,Regular,Mobile App,UZS
P0000504,L000088,C02178,2025-02-02,100989,Full repayment,Terminal,UZS
P0000505,L000088,C02178,2025-09-19,719334,Regular,Mobile App,UZS
P0000506,L000088,C02178,2025-07-11,102393,Regular,Branch,UZS
P0000507,L000088,C02178,2025-11-19,445776,Full repayment,Branch,UZS
P0000508,L000088,C02178,2025-09-07,404849,Regular,Mobile App,UZS
P0000509,L000088,C02178,2025-08-20,304141,Regular,Terminal,UZS
P0000510,L000088,C02178,2025-12-21,617902,Regular,Branch,UZS
P0000511,L000088,C02178,2025-11-18,610551,Regular,Bank Transfer,UZS
P0000512,L000089,C02488,2025-11-11,624155,Regular,Terminal,UZS
P0000513,L000089,C02488,2025-12-23,610266,Regular,Terminal,UZS
P0000514,L000090,C01959,2024-10-25,373270,Regular,Mobile App,UZS
P0000515,L000090,C01959,2024-10-27,450539,Partial,Mobile App,UZS
P0000516,L000090,C01959,2025-05-07,928914,Regular,Terminal,UZS
P0000517,L000091,C00991,2024-12-25,846764,Regular,Branch,UZS
P0000518,L000091,C00991,2025-05-13,419953,Regular,Mobile App,UZS
P0000519,L000091,C00991,2025-11-27,2870667,Regular,Terminal,UZS
P0000520,L000091,C00991,2024-06-22,1670053,Regular,Mobile App,UZS
P0000521,L000091,C00991,2025-03-31,159661,Regular,Bank Transfer,UZS
P0000522,L000091,C00991,2024-11-10,563217,Regular,Terminal,UZS
P0000523,L000091,C00991,2024-09-15,836401,Partial,Mobile App,UZS
P0000524,L000091,C00991,2025-11-08,352241,Partial,Mobile App,UZS
P0000525,L000091,C00991,2025-09-26,847080,Regular,Branch,UZS
P0000526,L000091,C00991,2025-12-11,1342633,Partial,Terminal,UZS
P0000527,L000092,C01062,2025-11-27,1034851,Regular,Terminal,UZS
P0000528,L000092,C01062,2025-10-10,2741045,Partial,Mobile App,UZS
P0000529,L000092,C01062,2025-09-19,675213,Regular,Terminal,UZS
P0000530,L000092,C01062,2025-12-29,500035,Regular,Mobile App,UZS
P0000531,L000092,C01062,2025-09-28,2180426,Regular,Mobile App,UZS
P0000532,L000093,C02432,2025-11-10,3300284,Regular,Terminal,UZS
P0000533,L000093,C02432,2024-10-14,2354149,Regular,Branch,UZS
P0000534,L000093,C02432,2025-05-03,1345035,Regular,Mobile App,UZS
P0000535,L000093,C02432,2025-12-15,3172066,Regular,Branch,UZS
P0000536,L000093,C02432,2025-01-10,161773,Regular,Terminal,UZS
P0000537,L000093,C02432,2025-07-04,636608,Partial,Mobile App,UZS
P0000538,L000093,C02432,2025-09-19,2132688,Regular,Branch,UZS
P0000539,L000094,C00577,2024-09-16,433184,Regular,Mobile App,UZS
P0000540,L000094,C00577,2025-02-06,198774,Regular,Mobile App,UZS
P0000541,L000094,C00577,2025-10-06,387452,Full repayment,Mobile App,UZS
P0000542,L000095,C00718,2025-01-13,861942,Regular,Mobile App,UZS
P0000543,L000096,C01980,2025-12-25,490808,Regular,Mobile App,UZS
P0000544,L000096,C01980,2025-04-13,182876,Partial,Terminal,UZS
P0000545,L000097,C02258,2024-12-30,384677,Partial,Branch,UZS
P0000546,L000097,C02258,2025-10-23,693749,Full repayment,Mobile App,UZS
P0000547,L000097,C02258,2025-04-11,172090,Regular,Mobile App,UZS
P0000548,L000098,C00617,2025-09-11,113738,Regular,Mobile App,UZS
P0000549,L000099,C01646,2025-11-09,106018,Regular,Branch,UZS
P0000550,L000099,C01646,2025-09-24,273630,Partial,Terminal,UZS
P0000551,L000099,C01646,2025-12-24,383224,Regular,Mobile App,UZS
P0000552,L000100,C01179,2024-06-25,2655728,Partial,Mobile App,UZS
P0000553,L000100,C01179,2025-09-29,2643396,Partial,Terminal,UZS
P0000554,L000100,C01179,2025-07-04,190390,Partial,Branch,UZS
P0000555,L000100,C01179,2025-12-25,960160,Regular,Mobile App,UZS
P0000556,L000100,C01179,2024-09-24,3749116,Partial,Bank Transfer,UZS
P0000557,L000101,C00685,2025-08-17,105164,Partial,Bank Transfer,UZS
P0000558,L000103,C02402,2025-07-11,5674392,Regular,Bank Transfer,UZS
P0000559,L000103,C02402,2025-12-16,530032,Regular,Mobile App,UZS
P0000560,L000103,C02402,2025-08-18,3295492,Regular,Mobile App,UZS
P0000561,L000103,C02402,2025-12-16,9547472,Full repayment,Branch,UZS
P0000562,L000103,C02402,2025-08-06,5452670,Regular,Mobile App,UZS
P0000563,L000103,C02402,2025-12-14,3042490,Regular,Terminal,UZS
P0000564,L000104,C02451,2025-05-20,118805,Partial,Mobile App,UZS
P0000565,L000104,C02451,2025-11-27,181450,Partial,Terminal,UZS
P0000566,L000104,C02451,2024-11-23,122816,Full repayment,Mobile App,UZS
P0000567,L000104,C02451,2025-03-18,165030,Regular,Mobile App,UZS
P0000568,L000104,C02451,2025-11-04,159586,Partial,Mobile App,UZS
P0000569,L000104,C02451,2025-01-14,136447,Regular,Branch,UZS
P0000570,L000104,C02451,2025-06-03,214536,Partial,Branch,UZS
P0000571,L000104,C02451,2025-12-01,144053,Full repayment,Mobile App,UZS
P0000572,L000104,C02451,2025-09-25,145980,Regular,Mobile App,UZS
P0000573,L000104,C02451,2024-10-12,149169,Regular,Terminal,UZS
P0000574,L000105,C01156,2025-11-26,128298,Partial,Mobile App,UZS
P0000575,L000106,C02245,2025-11-30,160306,Regular,Mobile App,UZS
P0000576,L000106,C02245,2025-07-18,534447,Regular,Branch,UZS
P0000577,L000107,C00017,2024-09-24,596777,Full repayment,Mobile App,UZS
P0000578,L000107,C00017,2025-10-07,913521,Regular,Mobile App,UZS
P0000579,L000107,C00017,2025-11-27,229870,Regular,Branch,UZS
P0000580,L000107,C00017,2024-10-25,611340,Regular,Bank Transfer,UZS
P0000581,L000107,C00017,2025-07-22,670877,Regular,Mobile App,UZS
P0000582,L000107,C00017,2024-12-08,1051488,Regular,Branch,UZS
P0000583,L000107,C00017,2025-02-19,284865,Partial,Bank Transfer,UZS
P0000584,L000107,C00017,2025-12-17,420344,Regular,Mobile App,UZS
P0000585,L000107,C00017,2025-04-10,1198058,Regular,Mobile App,UZS
P0000586,L000107,C00017,2025-04-07,663203,Partial,Mobile App,UZS
P0000587,L000107,C00017,2025-07-28,593682,Regular,Branch,UZS
P0000588,L000108,C01246,2025-09-24,172844,Regular,Terminal,UZS
P0000589,L000108,C01246,2025-12-08,1501906,Regular,Mobile App,UZS
P0000590,L000108,C01246,2025-11-13,1281320,Regular,Terminal,UZS
P0000591,L000108,C01246,2025-12-09,1343519,Regular,Mobile App,UZS
P0000592,L000108,C01246,2025-04-05,282166,Regular,Branch,UZS
P0000593,L000108,C01246,2024-12-25,1790719,Regular,Branch,UZS
P0000594,L000108,C01246,2025-04-12,1324043,Regular,Mobile App,UZS
P0000595,L000108,C01246,2025-01-24,638611,Regular,Branch,UZS
P0000596,L000108,C01246,2025-09-07,625269,Partial,Bank Transfer,UZS
P0000597,L000108,C01246,2025-04-18,728791,Partial,Mobile App,UZS
P0000598,L000108,C01246,2025-03-10,245880,Regular,Mobile App,UZS
P0000599,L000108,C01246,2025-10-15,695146,Full repayment,Terminal,UZS
P0000600,L000109,C02156,2025-11-21,3286302,Regular,Mobile App,UZS
P0000601,L000109,C02156,2025-08-13,1513298,Regular,Bank Transfer,UZS
P0000602,L000109,C02156,2024-06-08,5744283,Regular,Branch,UZS
P0000603,L000109,C02156,2024-11-06,1477010,Regular,Terminal,UZS
P0000604,L000109,C02156,2025-10-24,7444178,Regular,Mobile App,UZS
P0000605,L000109,C02156,2024-09-10,7382419,Full repayment,Mobile App,UZS
P0000606,L000109,C02156,2025-06-07,5375740,Regular,Mobile App,UZS
P0000607,L000109,C02156,2024-07-14,5056105,Partial,Terminal,UZS
P0000608,L000109,C02156,2024-12-19,440044,Regular,Mobile App,UZS
P0000609,L000109,C02156,2025-03-24,2894684,Partial,Mobile App,UZS
P0000610,L000109,C02156,2025-04-28,4893495,Partial,Mobile App,UZS
P0000611,L000109,C02156,2025-06-29,7532917,Full repayment,Mobile App,UZS
P0000612,L000109,C02156,2024-10-22,3374449,Regular,Terminal,UZS
P0000613,L000109,C02156,2025-06-22,6283198,Partial,Terminal,UZS
P0000614,L000110,C00277,2024-06-17,228504,Partial,Terminal,UZS
P0000615,L000110,C00277,2025-03-13,512388,Partial,Bank Transfer,UZS
P0000616,L000110,C00277,2025-04-21,516762,Regular,Mobile App,UZS
P0000617,L000110,C00277,2025-02-17,220126,Regular,Mobile App,UZS
P0000618,L000110,C00277,2025-05-12,528644,Regular,Mobile App,UZS
P0000619,L000110,C00277,2024-10-22,292597,Regular,Branch,UZS
P0000620,L000110,C00277,2025-04-26,575211,Regular,Mobile App,UZS
P0000621,L000110,C00277,2025-11-11,1155378,Partial,Mobile App,UZS
P0000622,L000111,C02356,2025-01-22,964874,Full repayment,Branch,UZS
P0000623,L000111,C02356,2025-03-13,1315083,Regular,Terminal,UZS
P0000624,L000111,C02356,2025-02-10,1839418,Regular,Mobile App,UZS
P0000625,L000111,C02356,2024-11-15,2355591,Partial,Mobile App,UZS
P0000626,L000111,C02356,2025-11-18,1642216,Regular,Terminal,UZS
P0000627,L000111,C02356,2025-04-08,788345,Partial,Terminal,UZS
P0000628,L000111,C02356,2025-11-22,1896018,Regular,Terminal,UZS
P0000629,L000111,C02356,2025-09-23,748742,Regular,Terminal,UZS
P0000630,L000111,C02356,2025-09-05,332282,Regular,Mobile App,UZS
P0000631,L000111,C02356,2025-07-07,1702548,Regular,Terminal,UZS
P0000632,L000111,C02356,2025-06-28,2124883,Regular,Bank Transfer,UZS
P0000633,L000111,C02356,2025-12-31,1740963,Regular,Terminal,UZS
P0000634,L000111,C02356,2024-11-01,888176,Partial,Mobile App,UZS
P0000635,L000112,C00790,2025-10-03,1907909,Regular,Mobile App,UZS
P0000636,L000113,C00577,2025-03-28,126876,Regular,Bank Transfer,UZS
P0000637,L000113,C00577,2025-09-22,115182,Full repayment,Mobile App,UZS
P0000638,L000113,C00577,2025-03-06,120809,Regular,Mobile App,UZS
P0000639,L000113,C00577,2025-05-06,187329,Regular,Mobile App,UZS
P0000640,L000113,C00577,2025-09-28,116963,Regular,Mobile App,UZS
P0000641,L000113,C00577,2025-08-11,148713,Full repayment,Mobile App,UZS
P0000642,L000114,C01665,2025-07-20,217690,Regular,Mobile App,UZS
P0000643,L000115,C01927,2024-08-08,2541657,Regular,Terminal,UZS
P0000644,L000115,C01927,2025-01-02,1562088,Regular,Mobile App,UZS
P0000645,L000115,C01927,2024-04-19,2372340,Regular,Bank Transfer,UZS
P0000646,L000115,C01927,2025-03-28,2303320,Regular,Mobile App,UZS
P0000647,L000116,C00236,2025-11-14,174449,Full repayment,Mobile App,UZS
P0000648,L000116,C00236,2025-12-05,117736,Regular,Mobile App,UZS
P0000649,L000116,C00236,2025-07-15,835504,Regular,Mobile App,UZS
P0000650,L000116,C00236,2025-11-17,201329,Partial,Branch,UZS
P0000651,L000116,C00236,2025-04-04,444132,Regular,Branch,UZS
P0000652,L000116,C00236,2025-12-18,160301,Regular,Mobile App,UZS
P0000653,L000116,C00236,2025-06-16,674110,Full repayment,Mobile App,UZS
P0000654,L000116,C00236,2025-04-28,201869,Regular,Branch,UZS
P0000655,L000116,C00236,2025-10-26,1207124,Regular,Branch,UZS
P0000656,L000117,C02099,2025-05-27,661888,Regular,Mobile App,UZS
P0000657,L000117,C02099,2025-08-22,202442,Regular,Mobile App,UZS
P0000658,L000117,C02099,2025-07-03,375865,Regular,Branch,UZS
P0000659,L000117,C02099,2025-08-28,103375,Regular,Mobile App,UZS
P0000660,L000118,C00172,2025-09-13,2738068,Partial,Mobile App,UZS
P0000661,L000118,C00172,2025-06-29,4485421,Regular,Mobile App,UZS
P0000662,L000118,C00172,2025-09-05,1161521,Partial,Terminal,UZS
P0000663,L000118,C00172,2025-06-05,1122681,Regular,Mobile App,UZS
P0000664,L000118,C00172,2025-06-17,2609754,Partial,Mobile App,UZS
P0000665,L000118,C00172,2025-10-16,1279763,Partial,Terminal,UZS
P0000666,L000118,C00172,2025-10-15,2370886,Partial,Terminal,UZS
P0000667,L000118,C00172,2025-09-28,1017824,Partial,Mobile App,UZS
P0000668,L000120,C02494,2025-08-24,438043,Regular,Mobile App,UZS
P0000669,L000121,C02443,2025-12-06,1185509,Regular,Mobile App,UZS
P0000670,L000121,C02443,2025-11-28,545225,Regular,Mobile App,UZS
P0000671,L000122,C01450,2025-04-02,143935,Regular,Terminal,UZS
P0000672,L000122,C01450,2025-12-18,339683,Partial,Bank Transfer,UZS
P0000673,L000122,C01450,2025-06-09,204155,Full repayment,Branch,UZS
P0000674,L000122,C01450,2025-08-04,429921,Regular,Branch,UZS
P0000675,L000122,C01450,2025-12-26,120787,Regular,Branch,UZS
P0000676,L000124,C00369,2025-07-20,354194,Regular,Mobile App,UZS
P0000677,L000124,C00369,2025-10-29,192906,Regular,Mobile App,UZS
P0000678,L000124,C00369,2025-08-28,225104,Regular,Mobile App,UZS
P0000679,L000124,C00369,2025-10-14,285463,Partial,Mobile App,UZS
P0000680,L000124,C00369,2025-10-02,746917,Regular,Mobile App,UZS
P0000681,L000124,C00369,2025-12-22,102731,Regular,Mobile App,UZS
P0000682,L000125,C00932,2025-11-26,2243917,Regular,Mobile App,UZS
P0000683,L000125,C00932,2025-08-17,749401,Partial,Mobile App,UZS
P0000684,L000125,C00932,2025-08-07,310168,Regular,Branch,UZS
P0000685,L000125,C00932,2025-05-08,131485,Partial,Branch,UZS
P0000686,L000125,C00932,2025-10-24,701923,Regular,Mobile App,UZS
P0000687,L000125,C00932,2025-08-04,777160,Full repayment,Branch,UZS
P0000688,L000125,C00932,2025-08-03,1133485,Partial,Mobile App,UZS
P0000689,L000125,C00932,2025-06-06,1621213,Partial,Branch,UZS
P0000690,L000125,C00932,2025-11-13,916461,Regular,Branch,UZS
P0000691,L000127,C02107,2025-12-31,443160,Regular,Mobile App,UZS
P0000692,L000127,C02107,2024-11-05,936925,Regular,Mobile App,UZS
